time,x,y,z
1428.0000000000002,-466909.4792724272,1110662.215508059,6757603.524376076
1430.0,-461228.75918552256,1096783.3671071664,6760251.555166642
1432.0,-455545.7771434908,1082899.1409489997,6762866.344484314
1434.0,-449860.56101913744,1069009.6051258112,6765447.879526005
1436.0,-444173.13869606826,1055114.8277554228,6767996.147650639
1437.9999999999998,-438483.5380685557,1041214.8769809001,6770511.136379204
1440.0,-432791.7870414055,1027309.8209702258,6772992.833394813
1442.0,-427097.9135298233,1013399.7279159739,6775441.226542762
1444.0000000000002,-421401.9454592809,999484.6660349822,6777856.303830577
1446.0,-415703.91076538304,985564.7035680271,6780238.053428083
1447.9999999999998,-410003.8373937332,971639.9087794963,6782586.463667446
1450.0,-404301.7532998004,957710.3499570623,6784901.523043233
1452.0,-398597.68644878524,943776.0954113555,6787183.220212464
1454.0000000000002,-392891.66481548623,929837.2134756373,6789431.543994663
1456.0,-387183.7163841658,915893.7725054732,6791646.483371912
1458.0,-381473.86914841644,901945.8408784058,6793828.027488895
1460.0,-375762.151111027,887993.4869936273,6795976.165652957
1462.0,-370048.5902838482,874036.7792716527,6798090.887334146
1463.9999999999998,-364333.2146876593,860075.7861539919,6800172.182165264
1466.0,-358616.05235203326,846110.576102823,6802220.039941916
1468.0,-352897.1313152033,832141.2176006639,6804234.450622553
1470.0000000000002,-347176.4796239283,818167.7791500455,6806215.40432852
1472.0,-341454.1253333587,804190.3292731837,6808162.891344105
1474.0,-335730.0965069024,790208.9365116516,6810076.902116574
1476.0,-330004.4212160904,776223.669426052,6811957.427256226
1478.0,-324277.1275404422,762234.5965956891,6813804.457536426
1479.9999999999998,-318548.243567332,748241.7866182405,6815617.983893656
1482.0,-312817.7973918537,734245.30810943,6817397.997427549
1484.0,-307085.81711668696,720245.2297026984,6819144.489400934
1486.0000000000002,-301352.33085196227,706241.6200488762,6820857.451239875
1488.0,-295617.36671512673,692234.5478158547,6822536.874533708
1489.9999999999998,-289880.95283080946,678224.0816882584,6824182.751035084
1492.0,-284143.117330687,664210.2903671165,6825795.07266
1494.0,-278403.88835334854,650193.242569534,6827373.831487843
1496.0000000000002,-272663.2940441615,636173.0070283639,6828919.01976142
1498.0,-266921.3625551368,622149.6524918784,6830430.629886999
1500.0,-261178.12204479382,608123.2477234402,6831908.654434337
1502.0,-255433.60067802627,594093.8615011745,6833353.08613672
1504.0,-249687.82662596685,580061.56261764,6834763.917890991
1505.9999999999998,-243940.82806585272,566026.4198794998,6836141.142757586
1508.0,-238192.63318089067,551988.5021071936,6837484.753960562
1510.0,-232443.2701601221,537947.8781346082,6838794.74488763
1512.0000000000002,-226692.7671982884,523904.6168087491,6840071.109090188
1514.0,-220941.15249569577,509858.78698941163,6841313.840283341
1516.0,-215188.45425808048,495810.45754885185,6842522.932345939
1518.0,-209434.7006964738,481759.69737145805,6843698.379320598
1520.0,-203679.9200270671,467706.5753534214,6844840.175413733
1521.9999999999998,-197924.14047107683,453651.16040240746,6845948.314995578
1524.0,-192167.39025460946,439593.5214372269,6847022.792600213
1526.0,-186409.6976085265,425533.72738750663,6848063.602925591
1528.0000000000002,-180651.09076830946,411471.8471933607,6849070.740833562
1530.0,-174891.59797392462,397407.9498050614,6850044.201349891
1532.0,-169131.24746968815,383342.1041827102,6850983.979664286
1534.0,-163370.06750413086,369274.3792959085,6851890.071130415
1536.0,-157608.0863298631,355204.84412342886,6852762.471265933
1537.9999999999998,-151845.3322034396,341133.5676528856,6853601.175752492
1540.0,-146081.83338522448,327060.6188804061,6854406.180435771
1542.0,-140317.61813925585,312986.06681030116,6855177.481325489
1544.0000000000002,-134552.71473311074,298909.9804547364,6855915.07459542
1546.0,-128787.15143776992,284832.42883340287,6856618.956583417
1547.9999999999998,-123020.95652748267,270753.48097318807,6857289.123791423
1550.0,-117254.15827963164,256673.20590784677,6857925.572885487
1552.0,-111486.78497459751,242591.67267767186,6858528.300695782
1554.0000000000002,-105718.86489562388,228508.95032916535,6859097.304216613
1556.0,-99950.42632868195,214425.10791470922,6859632.580606437
1558.0,-94181.49756233535,200340.21449223632,6860134.12718787
1560.0,-88412.10688760484,186254.33912490128,6860601.941447703
1562.0,-82642.28259783311,172167.55088075146,6861036.021036908
1563.9999999999998,-76872.05298854948,158079.9188323979,6861436.363770652
1566.0,-71101.44635733467,143991.51205668628,6861802.967628305
1568.0,-65330.49100368554,129902.39963436782,6862135.830753449
1570.0000000000002,-59559.21522887982,115812.65064977037,6862434.951453887
1572.0,-53787.647335840855,101722.33419046934,6862700.328201646
1574.0,-48015.815629002354,87631.51934695877,6862931.959632988
1576.0,-42243.74841417312,73540.27521232239,6863129.8445484135
1578.0,-36471.473998401794,59448.67088190467,6863293.981912668
1579.9999999999998,-30699.02068984161,45356.77545298193,6863424.370854743
1582.0,-24926.41679761514,31264.65802443349,6863521.010667882
1584.0,-19153.690631679037,17172.387696412814,6863583.900809582
1586.0000000000002,-13380.870502688802,3080.0335700187106,6863613.0409015985
1588.0,-7607.984721863551,-11012.335253033449,6863608.430729941
1589.9999999999998,-1835.0616008507795,-25104.649670740473,6863570.0702448785
1592.0,3937.8705484088587,-39196.84058114005,6863497.959560934
1594.0,9710.783413816765,-53288.83888263943,6863392.098956891
1596.0000000000002,15483.648683251606,-67380.57547434405,6863252.488875785
1598.0,21256.4380447045,-81471.9812563861,6863079.129924903
1600.0,27029.123186414217,-95562.98713025315,6862872.02287578
1602.0,32801.67579700235,-109653.52399911656,6862631.168664198
1604.0,38574.067565608464,-123743.52276816002,6862356.568390177
1605.9999999999998,44346.27018202528,-137832.91434490794,6862048.2233179705
1608.0,50118.255336833776,-151921.6296395538,6861706.134876062
1610.0,55889.99472153835,-166009.59956528855,6861330.304657156
1612.0000000000002,61661.46002870191,-180096.75503862882,6860920.734418169
1614.0,67432.62295208097,-194183.02697974516,6860477.426080222
1616.0,73203.45518676072,-208268.34631279018,6860000.381728635
1618.0,78973.92842929013,-222352.64396622675,6859489.603612911
1620.0,84744.01437781697,-236435.85087315607,6858945.09414673
1621.9999999999998,90513.68473222286,-250517.89797164558,6858366.8559079375
1624.0,96282.91119425821,-264598.716205057,6857754.891638527
1626.0,102051.66546767733,-278678.2365223742,6857109.204244633
1628.0000000000002,107819.91925837331,-292756.38987853104,6856429.796796519
1630.0,113587.64427451305,-306833.1072347392,6855716.672528557
1631.9999999999998,119354.8122266721,-320908.3195588158,6854969.834839215
1634.0,125121.39482796969,-334981.9578255112,6854189.287291043
1636.0,130887.36379420348,-349053.9530168366,6853375.033610659
1638.0000000000002,136652.69084398457,-363124.23612239124,6852527.077688723
1640.0,142417.34769887227,-377192.73813969025,6851645.423579928
1642.0,148181.30608350894,-391259.390074492,6850730.075502978
1644.0,153944.53772575475,-405324.12294112536,6849781.037840568
1646.0,159707.01435682253,-419386.8677628168,6848798.315139366
1647.9999999999998,165468.7077114125,-433447.5555720179,6847781.9121099925
1650.0,171229.58952784693,-447506.11741073243,6846731.833626995
1652.0,176989.63154820484,-461562.4843308432,6845648.0847288305
1654.0000000000002,182748.80551845682,-475616.5873944392,6844530.670617842
1656.0,188507.0831885995,-489668.3576741425,6843379.596660233
1658.0,194264.43631279026,-503717.7262534353,6842194.868386046
1660.0,200020.8366494818,-517764.6242269863,6840976.491489135
1662.0,205776.2559615567,-531808.9827009776,6839724.471827139
1663.9999999999998,211530.6660164619,-545850.7327934316,6838438.815421463
1666.0,217284.03858634335,-559889.805634537,6837119.528457239
1668.0,223036.34544818033,-573926.132366976,6835766.617283311
1670.0000000000002,228787.5583839199,-587959.6441462499,6834380.088412195
1672.0,234537.64918061148,-601990.272141006,6832959.948520061
1674.0,240286.58963054107,-616017.9475333635,6831506.204446691
1676.0,246034.3515313656,-630042.6015192401,6830018.863195462
1678.0,251780.90668624736,-644064.1653086777,6828497.931933302
1679.9999999999998,257526.22690398822,-658082.5701261687,6826943.417990669
1682.0,263270.28399916383,-672097.7472109814,6825355.328861508
1684.0,269013.04979225795,-686109.6278174868,6823733.672203226
1686.0000000000002,274754.4961097966,-700118.1432154834,6822078.455836656
1688.0,280494.59478448215,-714123.2246905235,6820389.687746019
1689.9999999999998,286233.31765532756,-728124.8035442386,6818667.3760788925
1692.0,291970.63656779035,-742122.8110946649,6816911.529146172
1694.0,297706.52337390673,-756117.1786765689,6815122.155422036
1696.0000000000002,303440.9499324256,-770107.8376417728,6813299.263543905
1698.0,309173.8881089424,-784094.7193594795,6811442.86231241
1700.0,314905.3097760335,-798077.755216598,6809552.960691348
1702.0,320635.1868133894,-812056.8766180687,6807629.567807643
1704.0,326363.4911079493,-826032.0149871879,6805672.6929513095
1705.9999999999998,332090.1945540344,-840003.1017659334,6803682.345575408
1708.0,337815.2690534821,-853970.068415289,6801658.535296004
1710.0,343538.6865157796,-867932.8464155692,6799601.271892128
1712.0000000000002,349260.4188581975,-881891.3672667441,6797510.5653057275
1714.0,354980.43800592376,-895845.5624887643,6795386.425641632
1716.0,360698.7158921971,-909795.3636218846,6793228.863167499
1718.0,366415.2244584408,-923740.7022269892,6791037.888313777
1720.0,372129.93565439613,-937681.5098859159,6788813.5116736535
1721.9999999999998,377842.82143825607,-951617.7182017801,6786555.744003015
1724.0,383553.85377679864,-965549.2587992994,6784264.596220393
1726.0,389263.00464552036,-979476.0633251171,6781940.079406923
1728.0000000000002,394970.2460287698,-993398.0634481269,6779582.2048062915
1730.0,400675.5499198809,-1007315.1908597965,6777190.983824688
1731.9999999999998,406378.8883213063,-1021227.3772744914,6774766.428030758
1734.0,412080.23324475065,-1035134.5544297987,6772308.549155549
1736.0,417779.5567113039,-1049036.654086851,6769817.359092461
1738.0000000000002,423476.83075157437,-1062933.6080306498,6767292.869897194
1740.0,429172.0274058222,-1076825.3480703887,6764735.093787699
1742.0,434865.1187240923,-1090711.8060397771,6762144.043144119
1744.0,440556.07676634757,-1104592.9137973639,6759519.730508739
1746.0,446244.87360260176,-1118468.6032268603,6756862.168585933
1747.9999999999998,451931.48131305276,-1132338.806237463,6754171.370242104
1750.0,457615.87198821537,-1146203.454764177,6751447.348505633
1752.0,463298.0177290544,-1160062.4807681392,6748690.11656682
1754.0000000000002,468977.8906471173,-1173915.816236941,6745899.687777828
1756.0,474655.46286466735,-1187763.3931849506,6743076.075652624
1758.0,480330.7065148164,-1201605.1436536368,6740219.29386692
1760.0,486003.5937416574,-1215440.9997118907,6737329.356258118
1762.0,491674.0967003973,-1229270.8934563487,6734406.276825244
1763.9999999999998,497342.18755748984,-1243094.7570117146,6731450.069728893
1766.0,503007.83849076804,-1256912.5225310826,6728460.749291166
1768.0,508671.0216895768,-1270724.1221962592,6725438.329995605
1770.0000000000002,514331.7093549056,-1284529.4882180847,6722382.826487136
1772.0,519989.87369952083,-1298328.5528367562,6719294.253572
1773.9999999999998,525645.4869480984,-1312121.24832215,6716172.626217696
1776.0,531298.5213373563,-1325907.5069741423,6713017.959552909
1778.0,536948.9491161866,-1339687.261122932,6709830.268867451
1780.0000000000002,542596.7425457881,-1353460.443129362,6706609.56961219
1782.0,548241.8738997986,-1367226.9853852412,6703355.87739899
1784.0,553884.3154644271,-1380986.8203136653,6700069.208000635
1786.0,559524.0395385859,-1394739.8803693398,6696749.577350769
1788.0,565161.0184340234,-1408486.0980388997,6693397.001543824
1789.9999999999998,570795.224475455,-1422225.4058412318,6690011.496834949
1792.0,576426.6300006964,-1435957.736327796,6686593.079639944
1794.0,582055.2073607951,-1449683.0220829463,6683141.766535189
1796.0000000000002,587680.9289201625,-1463401.195724251,6679657.574257569
1798.0,593303.7670567057,-1477112.189902815,6676140.519704404
1800.0,598923.6941619593,-1490815.9373036001,6672590.619933379
1802.0,604540.6826412182,-1504512.3706457454,6669007.892162466
1804.0,610154.7049136679,-1518201.4226828883,6665392.353769855
1805.9999999999998,615765.7334125176,-1531883.026203486,6661744.022293874
1808.0,621373.7405851312,-1545557.1140311342,6658062.91543292
1810.0,626978.6988931593,-1559223.619024889,6654349.051045377
1812.0000000000002,632580.5808126705,-1572882.474079587,6650602.447149542
1814.0,638179.3588342837,-1586533.6121261648,6646823.121923549
1816.0,643775.0054632986,-1600176.96613198,6643011.093705288
1818.0,649367.4932198283,-1613812.4691011312,6639166.380992329
1820.0,654956.7946389299,-1627440.0540747773,6635289.002441839
1821.9999999999998,660542.8822707364,-1641059.654131458,6631378.976870509
1824.0,666125.7286805878,-1654671.2023874135,6627436.323254462
1826.0000000000002,671705.3064491628,-1668274.631996904,6623461.060729184
1828.0,677281.5881726093,-1681869.8761525296,6619453.208589433
1830.0000000000002,682854.5464626767,-1695456.86808555,6615412.786289159
1832.0000000000002,688424.1539468463,-1709035.541066203,6611339.813441423
1834.0000000000005,693990.3832684623,-1722605.8284040252,6607234.309818307
1836.0000000000002,699553.2070868638,-1736167.6634481698,6603096.295350836
1838.0000000000002,705112.598077515,-1749720.9795877272,6598925.790128886
1840.0000000000002,710668.5289321364,-1763265.7102520429,6594722.814401104
1842.0000000000002,716220.9723588357,-1776801.788911037,6590487.388574816
1844.0,721769.9010822392,-1790329.149075523,6586219.533215942
1846.0000000000002,727315.2878436219,-1803847.7242975268,6581919.269048906
1848.0000000000002,732857.1054010388,-1817357.448170605,6577586.616956549
1850.0000000000005,738395.3265294554,-1830858.2543301636,6573221.597980036
1852.0000000000002,743929.9240208785,-1844350.0764537766,6568824.233318773
1854.0000000000002,749460.8706844869,-1857832.8482615042,6564394.5443303045
1856.0000000000002,754988.139346762,-1871306.5035162114,6559932.552530232
1858.0000000000002,760511.702851618,-1884770.9760238861,6555438.279592117
1860.0,766031.5340605332,-1898226.199633957,6550911.747347388
1862.0000000000002,771547.6058526795,-1911672.1082396114,6546352.977785247
1864.0000000000002,777059.8911250534,-1925108.6357781142,6541761.993052575
1866.0000000000005,782568.3627926062,-1938535.7162311245,6537138.815453836
1868.0000000000002,788072.9937883746,-1951953.2836250134,6532483.467450982
1870.0000000000002,793573.7570636102,-1965361.2720311827,6527795.971663357
1872.0000000000002,799070.6255879104,-1978759.6155663808,6523076.350867597
1874.0000000000002,804563.5723493483,-1992148.2483930213,6518324.627997536
1876.0,810052.570354603,-2005527.1047194998,6513540.826144102
1878.0000000000002,815537.592629089,-2018896.1188005111,6508724.968555222
1880.0000000000002,821018.612217087,-2032255.2249373663,6503877.07863572
1882.0000000000005,826495.6021818733,-2045604.35747831,6498997.179947214
1884.0000000000002,831968.53560585,-2058943.4508188365,6494085.29620802
1886.0,837437.3855906746,-2072272.4394020073,6489141.451293044
1888.0000000000002,842902.1252573897,-2085591.257718767,6484165.669233682
1890.0000000000002,848362.7277465534,-2098899.840308261,6479157.974217714
1892.0000000000005,853819.1662183678,-2112198.1217581504,6474118.390589202
1894.0000000000002,859271.4138528096,-2125486.036704929,6469046.942848384
1896.0000000000002,864719.4438497594,-2138763.5198342404,6463943.6556515675
1898.0000000000002,870163.2294291311,-2152030.505881191,6458808.553811022
1900.0000000000002,875602.7438310012,-2165286.929630671,6453641.662294874
1902.0,881037.9603157383,-2178532.7259176653,6448443.006226998
1904.0000000000002,886468.8521641329,-2191767.8296275716,6443212.610886907
1906.0000000000002,891895.3926775256,-2204992.175696516,6437950.501709643
1908.0000000000005,897317.5551779376,-2218205.699111668,6432656.704285668
1910.0000000000002,902735.3130081989,-2231408.334911556,6427331.244360751
1912.0000000000002,908148.6395320776,-2244600.0181863816,6421974.147835858
1914.0000000000002,913557.5081344094,-2257780.684078336,6416585.4407670405
1916.0000000000002,918961.8922212259,-2270950.267781916,6411165.14936532
1918.0,924361.7652198841,-2284108.704544235,6405713.2999965735
1920.0000000000002,929757.1005791948,-2297255.9296653406,6400229.919181423
1922.0000000000002,935147.8717695518,-2310391.878498529,6394715.033595117
1924.0000000000005,940534.0522830602,-2323516.4864506596,6389168.670067412
1926.0000000000002,945915.6156336652,-2336629.688982468,6383590.855582463
1928.0,951292.5353572813,-2349731.4216088806,6377981.617278699
1930.0000000000002,956664.7850119198,-2362821.6198993293,6372340.982448708
1932.0000000000002,962032.3381778181,-2375900.219478065,6366668.978539119
1934.0000000000005,967395.1684575678,-2388967.156024472,6360965.633150477
1936.0000000000002,972753.2494762429,-2402022.3652733797,6355230.9740371285
1938.0000000000002,978106.5548815286,-2415065.7830153783,6349465.029107098
1940.0000000000002,983455.0583438487,-2428097.3450971306,6343667.826421964
1942.0000000000002,988798.7335564946,-2441116.9874216863,6337839.39419674
1944.0,994137.5542357528,-2454124.6459487933,6331979.760799749
1946.0000000000002,999471.4941210333,-2467120.2566952133,6326088.954752497
1948.0000000000002,1004800.5269749973,-2480103.7557350313,6320167.004729553
1950.0000000000005,1010124.6265836847,-2493075.079199971,6314213.93955842
1952.0000000000002,1015443.7667566432,-2506034.1632797057,6308229.788219408
1954.0000000000002,1020757.9213270543,-2518980.94422217,6302214.579845509
1956.0000000000002,1026067.0641518622,-2531915.358333873,6296168.343722266
1958.0000000000002,1031371.1691119011,-2544837.3419802105,6290091.109287651
1960.0,1036670.2101120225,-2557746.8315857756,6283982.906131926
1962.0000000000002,1041964.1610812227,-2570643.763634671,6277843.763997518
1964.0000000000002,1047252.9959727703,-2583528.07467082,6271673.7127788905
1966.0000000000005,1052536.6887643335,-2596399.7012982783,6265472.7825224055
1968.0000000000002,1057815.2134581073,-2609258.5801815446,6259241.003426197
1970.0,1063088.5440809403,-2622104.6480458723,6252978.405840033
1972.0000000000002,1068356.6546844621,-2634937.8416775786,6246685.020265183
1974.0000000000002,1073619.5193452106,-2647758.097924356,6240360.877354288
1976.0000000000005,1078877.1121647581,-2660565.3536955835,6234006.007911213
1978.0000000000002,1084129.407269839,-2673359.545962636,6227620.442890924
1980.0000000000002,1089376.3788124756,-2686140.611759193,6221204.213399346
1982.0000000000002,1094618.0009701056,-2698908.4881815505,6214757.35069322
1984.0000000000002,1099854.2479457085,-2711663.1123889303,6208279.886179972
1986.0,1105085.0939679316,-2724404.4216037877,6201771.85141757
1988.0000000000002,1110310.5132912172,-2737132.3531121225,6195233.278114384
1990.0000000000002,1115530.480195928,-2749846.8442637883,6188664.198129044
1992.0000000000005,1120744.9689884742,-2762547.832472799,6182064.643470302
1994.0000000000002,1125953.9540014393,-2775235.2552176393,6175434.646296887
1996.0000000000002,1131157.4095937063,-2787909.0500415727,6168774.23891736
1998.0000000000002,1136355.3101505835,-2800569.15455295,6162083.453789975
2000.0000000000002,1141547.6300839304,-2813215.5064255176,6155362.323522529
2002.0,1146734.343832284,-2825848.043398723,6148610.880872221
2004.0000000000002,1151915.4258609838,-2838466.703278026,6141829.158745501
2006.0000000000002,1157090.850662298,-2851071.423935203,6135017.19019793
2008.0000000000005,1162260.5927555484,-2863662.1433086554,6128175.008434023
2010.0000000000002,1167424.626687237,-2876238.7994037173,6121302.646807108
2012.0000000000002,1172582.9270311699,-2888801.3302929606,6114400.138819174
2014.0000000000002,1177735.4683885835,-2901349.674116502,6107467.518120719
2016.0000000000002,1182882.22538827,-2913883.7690823097,6100504.818510602
2018.0,1188023.1726867014,-2926403.55346651,6093512.07393589
2020.0000000000002,1193158.284968155,-2938908.965613691,6086489.318491705
2022.0000000000002,1198287.5369448387,-2951399.9439372104,6079436.586421072
2024.0000000000005,1203410.9033570148,-2963876.4269194994,6072353.912114765
2026.0000000000002,1208528.3589731255,-2976338.3531123684,6065241.330111151
2028.0,1213639.8785899177,-2988785.6611373113,6058098.875096035
2030.0000000000002,1218745.4370325664,-3001218.2896858105,6050926.581902505
2032.0000000000002,1223845.0091547999,-3013636.1775196414,6043724.485510772
2034.0000000000005,1228938.5698390238,-3026039.2634711755,6036492.621048015
2036.0000000000002,1234026.0939964452,-3038427.486443686,6029231.02378822
2038.0000000000002,1239107.5565671972,-3050800.7854116494,6021939.729152024
2040.0000000000002,1244182.9325204622,-3063159.0994210504,6014618.772706551
2042.0000000000002,1249252.1968545958,-3075502.3675896833,6007268.1901652515
2044.0,1254315.3245972511,-3087830.5291074566,5999888.017387745
2046.0000000000002,1259372.290805502,-3100143.5232366947,5992478.290379652
2047.9999999999998,1264423.0705659667,-3112441.2893124395,5985039.045292433
2050.0,1269467.6389949308,-3124723.7667427533,5977570.3184232265
2052.0,1274505.9712384713,-3136990.89500902,5970072.14621468
2054.0,1279538.0424725797,-3149242.6136662457,5962544.565254786
2056.0,1284563.8279032845,-3161478.862343363,5954987.612276719
2058.0,1289583.3027667748,-3173699.5807435284,5947401.324158664
2060.0,1294596.4423295227,-3185904.708644424,5939785.737923649
2062.0,1299603.2218884062,-3198094.1858985582,5932140.890739379
2064.0,1304603.6167708316,-3210267.952433565,5924466.819918064
2066.0,1309597.602334857,-3222425.948252505,5916763.56291625
2068.0,1314585.1539693133,-3234568.1134341634,5909031.157334647
2070.0,1319566.2470939273,-3246694.3881333484,5901269.640917959
2072.0,1324540.8571594437,-3258804.712581193,5893479.051554708
2074.0,1329508.959647747,-3270899.0270854514,5885659.427277064
2076.0,1334470.5300719836,-3282977.272030797,5877810.8062606715
2078.0,1339425.5439766834,-3295039.3878791207,5869933.226824469
2080.0,1344373.9769378817,-3307085.315169829,5862026.7274305215
2082.0,1349315.8045632401,-3319114.99452014,5854091.346683837
2084.0,1354251.0024921692,-3331128.3666253816,5846127.123332192
2086.0,1359179.546395948,-3343125.372259288,5838134.096265957
2088.0,1364101.411977847,-3355105.952274296,5830112.30451791
2090.0,1369016.574973248,-3367070.047601839,5822061.787263064
2092.0,1373925.0111497652,-3379017.5992526454,5813982.583818483
2094.0,1378826.6963073665,-3390948.5483170324,5805874.733643104
2096.0,1383721.606278493,-3402862.835965202,5797738.276337553
2098.0,1388609.7169281812,-3414760.4034475344,5789573.25164396
2100.0,1393491.0041541818,-3426641.1920948825,5781379.699445784
2102.0,1398365.4438870803,-3438505.143318867,5773157.659767619
2104.0,1403233.0120904178,-3450352.1986121694,5764907.172775017
2106.0,1408093.6847608106,-3462182.2995488243,5756628.278774295
2108.0,1412947.4379280696,-3473995.3877845136,5748321.018212358
2110.0,1417794.2476553207,-3485791.4050568594,5739985.431676501
2112.0,1422634.090039123,-3497570.2931857146,5731621.559894234
2114.0,1427466.9412095905,-3509331.994073456,5723229.44373308
2116.0,1432292.7773305096,-3521076.4497052757,5714809.124200396
2118.0,1437111.574599458,-3532803.6021494716,5706360.642443176
2120.0,1441923.3092479252,-3544513.3935577394,5697884.039747866
2122.0,1446727.9575414304,-3556205.7661654614,5689379.357540168
2124.0,1451525.495779641,-3567880.662291998,5680846.637384848
2126.0,1456315.9002964918,-3579538.0243409765,5672285.920985545
2128.0,1461099.1474603028,-3591177.7948005814,5663697.250184578
2130.0,1465875.2136738983,-3602799.9162438414,5655080.666962746
2132.0,1470644.0753747236,-3614404.331328921,5646436.213439139
2134.0,1475405.7090349651,-3625990.982799406,5637763.931870937
2136.0,1480160.091161666,-3637559.813484593,5629063.864653219
2138.0,1484907.198296845,-3649110.7662997744,5620336.054318758
2140.0,1489647.0070176139,-3660643.78424653,5611580.543537827
2142.0,1494379.493936295,-3672158.810413008,5602797.375118002
2144.0,1499104.6357005374,-3683655.787974216,5593986.592003958
2146.0,1503822.4089934353,-3695134.6601923043,5585148.23727727
2148.0,1508532.7905336444,-3706595.370416852,5576282.354156213
2150.0,1513235.7570754983,-3718037.862085153,5567388.985995558
2152.0,1517931.2854091257,-3729462.078722498,5558468.1762863705
2154.0,1522619.3523605668,-3740867.9639424626,5549519.968655808
2156.0,1527299.934791889,-3752255.461447188,5540544.406866914
2158.0,1531973.0096013038,-3763624.515027667,5531541.534818413
2160.0,1536638.5537232824,-3774975.0685640243,5522511.396544508
2162.0,1541296.5441286713,-3786307.0660258015,5513454.036214669
2164.0,1545946.957824808,-3797620.451472238,5504369.498133433
2166.0,1550589.7718556377,-3808915.1690525543,5495257.826740188
2168.0,1555224.9633018265,-3820191.1630062317,5486119.066608971
2170.0,1559852.5092808788,-3831448.3776632943,5476953.262448257
2172.0,1564472.3869472505,-3842686.75744459,5467760.4591007475
2174.0,1569084.5734924648,-3853906.2468620692,5458540.701543161
2176.0,1573689.046145227,-3865106.790519066,5449294.034886021
2178.0,1578285.7821715388,-3876288.333110577,5440020.504373447
2180.0,1582874.758874812,-3887450.8194235396,5430720.155382937
2182.0,1587455.9535959836,-3898594.194337112,5421393.033425158
2184.0,1592029.3437136298,-3909718.4028229504,5412039.1841437295
2186.0,1596594.9066440794,-3920823.3899454856,5402658.6533150105
2188.0,1601152.6198415277,-3931909.100862202,5393251.48684788
2190.0,1605702.4607981502,-3942975.480823912,5383817.730783527
2192.0,1610244.4070442154,-3954022.475175037,5374357.431295227
2194.0,1614778.4361481988,-3965050.0293538775,5364870.6346881315
2196.0,1619304.5257168952,-3976058.088892892,5355357.387399042
2198.0,1623822.6533955322,-3987046.5994189708,5345817.735996195
2200.0,1628332.7968678821,-3998015.5066537117,5336251.727179045
2202.0,1632834.9338563753,-4008964.756413693,5326659.407778036
2204.0,1637329.0421222118,-4019894.2946107476,5317040.824754389
2206.0,1641815.0994654738,-4030804.0672522364,5307396.025199876
2208.0,1646293.0837252375,-4041694.0204413203,5297725.056336597
2210.0,1650762.9727796854,-4052564.1003772337,5288027.965516757
2212.0,1655224.7445462174,-4063414.253355556,5278304.800222445
2214.0,1659678.3769815627,-4074244.4257684825,5268555.608065408
2216.0,1664123.8480818903,-4085054.5641050953,5258780.436786822
2218.0,1668561.1358829208,-4095844.6149516357,5248979.334257072
2220.0,1672990.2184600376,-4106614.524991771,5239152.348475523
2222.0,1677411.0739283965,-4117364.2410068675,5229299.527570291
2224.0,1681823.6804430375,-4128093.7098762565,5219420.919798018
2226.0,1686228.0161989948,-4138802.878577507,5209516.573543643
2228.0,1690624.0594314064,-4149491.6941866893,5199586.537320168
2230.0,1695011.7884156252,-4160160.103878646,5189630.859768436
2232.0,1699391.1814673282,-4170808.0549272583,5179649.589656895
2234.0,1703762.216942626,-4181435.4947057124,5169642.775881369
2236.0,1708124.8732381728,-4192042.370686767,5159610.467464823
2238.0,1712479.1287912757,-4202628.630443018,5149552.713557136
2240.0,1716824.9620800035,-4213194.221647165,5139469.5634348625
2242.0,1721162.3516232956,-4223739.0920722755,5129361.066501001
2244.0,1725491.2759810714,-4234263.18959205,5119227.272284759
2246.0,1729811.7137543384,-4244766.462181087,5109068.230441321
2248.0,1734123.6435853003,-4255248.857915141,5098883.990751605
2250.0,1738427.044157466,-4265710.324971394,5088674.603122032
2252.0,1742721.8941957569,-4276150.811628712,5078440.117584292
2254.0,1747008.1724666152,-4286570.2662679115,5068180.584295097
2256.0,1751285.857778112,-4296968.637372016,5057896.0535359485
2258.0,1755554.9289800532,-4307345.873526522,5047586.575712899
2260.0,1759815.3649640884,-4317701.923419656,5037252.2013563095
2262.0,1764067.1446638172,-4328036.735842638,5026892.981120611
2264.0,1768310.2470548968,-4338350.259689938,5016508.965784062
2266.0,1772544.6511551475,-4348642.443959539,5006100.206248509
2268.0,1776770.3360246606,-4358913.237753191,4995666.753539142
2270.0,1780987.2807659039,-4369162.590276676,4985208.658804254
2272.0,1785195.4645238284,-4379390.450840059,4974725.973314994
2274.0,1789394.8664859734,-4389596.768857948,4964218.748465128
2276.0,1793585.4658825735,-4399781.4938497525,4953687.035770791
2278.0,1797767.2419866633,-4409944.575439938,4943130.886870239
2280.0,1801940.174114183,-4420085.963358283,4932550.353523609
2282.0,1806104.241624084,-4430205.607440132,4921945.487612668
2284.0,1810259.423918433,-4440303.457626654,4911316.341140567
2286.0,1814405.7004425179,-4450379.463965093,4900662.966231593
2288.0,1818543.050684952,-4460433.576609026,4889985.415130922
2290.0,1822671.4541777782,-4470465.745818613,4879283.740204365
2292.0,1826790.8904965739,-4480475.921960852,4868557.993938126
2294.0,1830901.339260554,-4490464.055509831,4857808.228938543
2296.0,1835002.7801326758,-4500430.09704698,4847034.497931846
